id,tweet,isVulgar,emoScore
8878,samsung you moron give me updat for my gti digit gs digit s digit intern galaxi digit,0,0
8879,appl yousuck cord should be more than digit inch long tws,0,0
8880,new love new phone soni xperia e digit mademyday day friday final perfect,0,1
8881,yeah iphon shipment confirm just receiv best friday ever verizon appl,0,0
8882,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow q  g,0,0
8883,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow ik c,0,0
8884,love is in the air cloud air fli high iphon iphonesia iphoneographi indonesia,0,0
8885,i am profound disgust with appl for not warn of danger of io digit phone destroy and document lost,0,0
8886,anoth reason to hateapl the extortion fee they extract from peopl who want to develop an ap for their platform highwayroberi,0,0
8887,this ipod nano will be the last appl product i will ever own gift or bought appl,0,0
8888,i can not figur out if i should get a macbok pro or air or dare i say an imac appl choic,0,0
8889,i give up i l just wait until it is in store verizon appl,0,0
8890,so typic for my phone charger to die the night before i go away absolut ridicul,0,0
8891,satisfi custom priceless switch now costum switch now vive elcambio bestof phone case phonecas samsung iphon acesoir april miami florida hialeah miramar march great opportun monday switch,0,0
8892,unfortun it is thinner so you can not just cut it should be abl to sand it down though,0,0
8893,like and share if you want this totem phone case for iphon iphon,0,0
8894,android and iphon ap make your life fun fill if you music with these bestap for music,0,0
8895,kyli jenner admit she overdid it news photographi fashion health failur tech ipad iphon funni lol,0,0
8896,was in the mood for an upgrad iphon digit splus iphon digit s appl iphon upgrad,0,0
8897,there is gona be so mani appl prob tomorrow hateipad hateiphon theyalsuck,0,0
8898,and i am pretti fuckin sure that i spent extra money on it so i would not have this problem rant pt,0,0
8899,smile and the world smile back at you street mutt smile oneplus,0,0
8900,beach wekendbreakfast wekendrock wekendwish wekendwish iphon ipad,0,0
8901,love and chang my world from my iphon busi worldchang iphon fashion,0,0
8902,break from edsa traffic samsung live laugh life instago instahub instadaily,0,0
8903,i will never wast anoth   on appl product again spent   digit on an ipad a your ago took it in digit x to get fix alreadi,0,0
8904,for a briefli trillion dollar compani you need to sort this out i can spend digit digit on an imac pro but the adapt you need don t come with it disgrac appl,0,0
8905,sunset in zeland sunset extremesport winner instagram inspir facebok samsung,0,0
8906,like orang orang happi socut cute blood car sweet s digit mini samsung,0,0
8907,kiss me my love darlin kiss me tomuchtim kiss darlin love ya samsung nails,0,0
8908,rt if your iphon not at   t you show love but all the wrong your opinion,0,0
8909,time to poli   poli shooter iphon appl aplewatch kregjig ridgid power toolbox trout cokebuton bigboy,0,0
8910,take the day as it come smiley sourz appl parti roller slutdrop,0,0
8911,lovin my new toy sonyexperiaz digit flagship waterproof soni experia,0,1
8912,pas le temp pour les regret girl selfi mood pictur like picoftheday iphon folow,0,0
8913,beauti shop aliusaexpr iphon io ap cat s digit digit gb unlock gsm digit g lte refined rug ip digit,0,0
8914,realyr w photoboth for iphon ipad date colleg soror singl digit z,0,0
8915,i am realli not sure what i would do with my life if googl did not exist,0,0
8916,i hate io digit but i need to get my lock button fix appl you,0,0
8917,shoutout to my iphon for delet all my photo great turn to the night,0,0
8918,irobot   vsco vscogod vscocam iger minim robot art vscon vscoptic iphon heart,0,0
8919,i like it a lot samsungalaxysi samsung new phone,0,1
8920,to final have a phone that allow me to download twitter samsung imback,0,0
8921,not sure if its too much sea beach girl summer crazi water samsung nxmini,0,0
8922,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow    o digit,0,0
8923,behindthescen of my sport photoshot with bts basketbal photo iphon ball retro,0,0
8924,my babi hike a mountain smile instagram momyhod life iphon,0,0
8925,thank and whoever make your shitti accessori for cost me   digit to replac my bad charger appl,1,0
8926,once i send it back it take like a month to get to back customerservic appl,0,0
8927,appl fuck your busi model and sorri mr stone,0,0
8928,brazil brazilian me girl   girl purpl hair day jean samsung xadrez,0,0
8929,new blog post how not to maintain a relationship with a nongek part digit relationship geek iphon,0,0
8930,belat thank to my belov kiss gift samsung instadaili picoftheday,0,0
8931,new iphon digit yeah iphon my black amaz i am yeah five appl california lol,0,0
8932,the new appl updat is pisin me off bring back the old lock screen pleas,0,0
8933,after hour of tri to sort out my appl id i have final sort the bastard,0,0
8934,so i guess i am be a samsung user now do not worri appl i still have my ipad samsung,0,0
8935,peac   peac mydubai monster q digit qatar eo iphon digit s pictur arab appl,0,0
8936,troll troll troll troll troll troll troll troll troll troll troll hateipad there you go troll over you,0,0
8937,happi happi happi new phone samsung galaxi s digit newphon,0,1
8938,typic selfi with my ukrainian case selfi iphon ukrainian flag brunett lips,0,0
8939,my phone was at digit this morn because it decid not to charg samsung,0,0
8940,show him her you love them with this cute littl iphon ap romanc gift girlfriend wife iphon ap,0,0
8941,whoever deal with the wrath if sav tomorrow god bless your soul because you l be deal with one piss bitch,0,0
8942,is the killer ap how to win busi and influenc friend iphon,0,0
8943,the prophet as a husband iphon android kindl book februari digit digit a,0,0
8944,overal not a shabbi sunday puremichigan lakemichigan upnorth upnorthmichigan view sky selfi sunday beach vibe chill calm morn iphonex northport,0,0
8945,new phone samsungalaxi digit newphon it samsung addict bad ithinkiaminlov smile,1,0
8946,consol digit joystick travel bag charger digit cds game ynwa yangonmiri soni ps digit,0,0
8947,hey appl due to one of your hawaii alamoana asoci  s mistak you just cost me   digit more per year on my at bill,0,0
8948,yeah man digit hour is way too much anoth reason to,0,0
8949,jump off the iphon bandwagon now aw soni xperiaz phone,0,0
8950,empair hahaha me friend girl young weekend bore samsung funni crazi lol pink,0,0
8951,spend money on your honey infograph femal friend gratitud ipad iphon blackberri entrepreneur,0,0
8952,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow digit lv digit,0,0
8953,thank for amplifi brasil vivo phone compani rant that is what make socialmedia power brazil,0,0
8954,imac freez fuckyou appl xd   movistar hq with digit other,0,1
8955,utpol goldenglob giant rhoa moonlight beauti and the beast jake gylenh apstor io iphon ipad love,0,0
8956,go to my famili famili brown hair blue eye smile english german girl appl,0,0
8957,selfi hat mcdonald  s bon folga night iphon appl godnight play godvib,0,0
8958,um i do not crochet can i bring my flash drive for hp or dvdr i do not have an ipod clubawesom,0,0
8959,i can not believ my phone will not charg again it was fix last month samsung teamapl,0,0
8960,final got my new s digit yay ^ ^ samsung s digit smartphon new me mine digit gb nikon,0,0
8961,homecok dinner thick as bad caramel appl sweet potato food,1,1
8962,happi new year digit new year firework soni like digit like instachil world,0,0
8963,photo yeah babi me iphon christma iphon digit s yay gold bestparentsev smile,0,0
8964,need this phone case iphon case nickiminaj greatest sexi bestfriend need want i,0,0
8965,look for great valentin gift for your love one how about give them flowergarden expand iphon,0,0
8966,soni have agre to foc repair a digit y o vgnz digit male laptop with a gpu fault for one of our custom needless to say he is well,0,0
8967,samsung unveil soccer star mesi as captain of campaign samsung enough money to make agenc noscript,0,0
8968,feet up comfi feet coupl christma romanc iphon iphon digit iphoneographi io photoftheday phot,0,0
8969,warn io digit updat make your wallpap set stupid i hate it my android phone had it and i hate it still do appl,0,0
8970,i feel the victoria and so did my phone   instacolag iphon imsg emoji sick noschol,0,0
8971,same case chus gift by chaudari digit harri adam davi gift case iphon huwawei,0,0
8972,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life februari digit digit at digit,0,0
8973,i am readi for all my concert now soni cybershot dsch digit concert christmasgift camera,0,0
8974,samsung extra asimpresion fun misteri and close to digit ok view in about digit hrs mediacont,0,0
8975,new digit ok video of katchafir perform who you with live at mangawhai nz kiwimus chill regga dub root soul summer music digit gig show concert digit shot with soni xperia xz premium follow,0,0
8976,chill time airforc ab fit fit cute handsom cod gamer game youtub youtub selfi soni,0,0
8977,new iphon case queen of text my mum pink cute christma has not end,0,0
8978,photo my sunday morning vscocam kid smile sunday wefi instagram instaplac jakarta soni,0,0
8979,iphon charger suck i refus to buy wire number digit i have only had this sinc christma appl,0,0
8980,world most expens cellphon plagu by drop call and poor servic appl iphon at,0,0
8981,with samsung gear vr   shae you are transport to a world where you are healthi and,0,0
8982,check out appl iphon digit   digit s gel and digit leather case various colour new case cover appl cheap deal twitter mobil wednesday onlineshop,0,0
8983,i hate itun due to it freez everi time i digit play a song digit plug in my ipod and digit glanc at it,0,0
8984,happi birthday brother when your parent understand the import of game and gift my brother a ps digit dubai uae birthday birthday yay excit ps digit soni game,0,0
8985,photo iphonesia iphon instagod instagram photoftheday twegram iphoneon iger,0,0
8986,check out the curv tv  s at the samsung booth in the athlet villag ourgamesourprid,0,0
8987,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life octob digit digit at digit,0,0
8988,laugh she was probabl around digit month here   babi appl smile cute,0,0
8989,news iphon ap video review pix n love rush iphon pix n review rush internet tech,0,0
8990,digit  s throwback hahah new soni headphon new gokwan glass nerdi great day selfie,0,0
8991,i just got tue samsung galaxi s digit plus so happi man samsunggalaxi digit plus galaxi digit newphon samsung,0,0
8992,the appl of my eye appl pick farm nofilt fall autumn thanksgiv famili,0,0
8993,time to work me photograph soni cameraphon selfi fun work graphicdesign,0,0
8994,king of bitch king boy fun samsung gayboy guy s digit cute timber hair like me gay,0,0
8995,new phone samsung galaxi s digit mizip present dom mizip,0,0
8996,realyr w photoboth for iphon ipad date colleg soror singl digit z,0,0
8997,smile for dinner   diner spoon fork smile instago instap pictur samsung note digit,0,0
8998,it is so beauti gir adventur fun beauti adventur ig iger instagram samsung,0,0
8999,i owe then my beauti celeri appl parsley cucumb spinach lemon ginger mint fit,0,0
9000,spend so much on this devic and you get this not to hear that appl,0,0
9001,earli christma present from my dad tv samsung digit inch,0,0
9002,one of my favorit view phil record microphon akg iphon music surpris friend,0,0
9003,googl chrome android game news io appl iphon,0,0
9004,cool girl for you femal fodporn dj tokyo appl ap gameofthron game newyork play,0,0
9005,thank to appl for replac my digit st generat ipod nano with the newest nano model digit g,0,0
9006,soni you suck term and condit are longer than my mortgag agreement and everytim i turn on the playstat digit it take an human resourc to updat,0,0
9007,gelybean upgrad on my samsung s digit has been wonder with reduc ap start up time new top panel interfac it make me,0,0
9008,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life april digit digit at digit digit am,0,0
9009,i have turn vibrat off and it continu to do it iphon mayb your phone start the end of the world,0,0
9010,any idea to make the next releas of pulsemet more fun and use iphoneap iphon ap hate,0,0
9011,appl big bostim cook i am sorri about the i map i apolog digit male peopl bought iphon digit it go goglemap,0,0
9012,eminem hiphop rap iphon music like follow folowm wonderland,0,0
9013,i am to report that after spend the night in subzero temperatur buri in the snow my itouch still work appl qualiti,0,0
9014,surepris b day gift from daddi makasi pa   samsung birthdaygift latepost,0,0
9015,when is appl go to get rid of at   t they are so behind in technolog i am confus here why keep them,0,0
9016,immigr to mac appl macbokpro mac book pro appl bad,1,0
9017,river sitin   river beer sunshin iphon selfi wifey wife inlov instadaili i,0,0
9018,digit door return android game news io appl iphon,0,0
9019,just got a new smartphon thank dad laugh excit soni xperiazr,0,0
9020,straight never heard of it selfiesforlesbiansjpg colour autumn natur iphon selfiesforlesbiansjpg,0,0
9021,street shot portrait shoot shoot tfp tfpmodel tfpshote model modeln camera kamera fun fotografi photographi fotograf photograph hobbi fotoshot photoshot soni sonyalpha sonya digit sonya digit i kaiedel artofpo,0,0
9022,hateapl i can t work with my digit year old iphon and digit year old macbok pro any more too slowli,0,0
9023,appl is suppos to be a worldwid compani you would think that they would accept them lol,0,0
9024,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life august digit digit at digit,0,0
9025,that i hear your work everywher i go   iphon work abus mycar youtub super proud,0,0
9026,new phone cover is prettier than you ariel iphon iphon digit disney appl underthesea aw cute,0,0
9027,look of direct in calgari with appl map and get direct to nebraska bad appl map,1,0
9028,photo with soraya lift go to the movi samsung tiger rbm yeah blabla,0,0
9029,my brand new digit in samsung smart tv with sound bar is all set up time to relax slep,0,0
9030,zebra love for your ipad   iphon get free economi ship on   digit order use code,0,0
9031,check out show some instagram and go follow top free iphon game webstagram,0,0
9032,sound of thunderstorm for iphon and ipad medit health relax life natur yoga,0,0
9033,my eye brown eye face summer sun soni camera instagram do not worri be,0,0
9034,dear appl why do my charg cabl work one day and not the next when i have chang noth stupid annoy iphon digit s,0,0
9035,soni person comput headphon out on auction on grab this opportun and place your bid immedi bid,0,0
9036,do not you hate when that happen iphon mobil market web photographi smile instagod,0,0
9037,appl drone stop it appl we know you aplecrap,0,0
9038,timelaps from last week wedelh t zilert mountain timelaps iphon holiday,0,0
9039,thank you for all the support in digit digit bestnin appl iphone,0,0
9040,this is how my mother and i usual communic convo iphon mommi,0,0
9041,bad my parent are crazi earli birthday gift samsung galaxi tablet digit inch crazi andro,1,0
9042,googl chrome is being stupid so now i have to use safari just a remind of how stupid macbok are appl onlygodforipod,0,0
9043,siri ai n t got time for that siri iphon photoftheday tagsforlik bestoftheday,0,0
9044,cheer bud but ala it is my own fault took my frustrat out on this appl,0,0
9045,one of my favorit pictur of myself instagod iphon headphon digit male folowm win np,0,0
9046,follow on instagram what is up surf fun capetown funni sexi me samsung,0,0
9047,got new camera vloge betertogeth soni camera,0,0
9048,tonight sunset sky cloud person daili life photographi iphon iphoneographi iphonesia sunset,0,0
9049,my student  s birthday birthday g n n zeti g n nman eti likey instagram twitter soni video snapchat tagsforlik day,0,0
9050,perphon the iphonecas iphon iphoneon perfum fashion lifestyl cool travel beauti,0,0
9051,would my new antoin dodson iphon ap talk antoin check it out,0,0
9052,photo laundri time lol random dirti cloth home hate like instigram iphon phone,0,0
9053,i have been having issu with my iphon digit for month and appl isn t doing anyth to elimin the issu by upgrad my phone loyaltydoesntpay appl longtimecustom defect digit,0,0
9054,trust the time of your life cathsvacay africa tanzania zanzibar nungwi pacificocean paradis perfectwat summer sumereighten girl rodolfo iphonex august digit th,0,0
9055,skype with you seb skype ipad night iphon boy gay guy crazi tong smile boyfriend,0,0
9056,dear imesag why do you continu to forsak me i am not get lot of the imesag that are being sent to me appar iphon,0,0
9057,tbt the began of freshmen year lol music iphon nerdi aero,0,0
9058,morn tubeproject digit london subway underground tube metro bynatachahorn iphon,0,0
9059,time to invest in the iphon digit kill my phone in the mor glitchypieceof wrong samsungsuck wrong samsung shitphon galaxi digit,0,0
9060,awesom my phone at digit and iet it off the charger an hour and a half ago iphon pieceof wrong io digit,0,0
9061,final my new note digit final samsung galaxi note digit galaxynot galaxybluetoth,0,0
9062,the forbidden fruit when gift tast even better appl sydney fangirl job georgestret,0,0
9063,dear appl fuckyou for rape my iphon with your latest io updat now i have to avoid so much bs when tri to just snooz an alarm,0,0
9064,iphon appl watch appl product imusthavetech check out the store there is much more,0,0
9065,new arriv for the sound of my life headphon music soni beat be wrong makebelieve,0,1
9066,new cover cover samsung galaxi s digit lte i digit new autuno autumn hapines,0,0
9067,everywher but itun gota pull out my old cds and start reburn,0,0
9068,life is easi we make it harder aceoflif femal friend gratitud ipad iphon blackberri entrepreneur,0,0
9069,steve job legaci is intact can not compet on the popular front so tri to sue the opposit into oblivion,0,0
9070,sunset one minut ago samsung dezekust buienradar holland stormhour zeland naturmonumenten,0,0
9071,follow on instagram pleas fashion quot quot citat fun funni pink iphon,0,0
9072,is there a reason my ipod is being slow as fuck,0,0
9073,giant cassett versus small cassett samsung note digit blackberri bold digit casete,0,0
9074,dear appl why does io digit suck so bad bad on the digit g iphon love and kiss kevin,1,0
9075,digit minut with appl and they tell me i have to get my phone clean and fix and restor,0,0
9076,birthday soni walkman digit retro accessori for cassett connoisseur in,0,0
9077,atn appl pleas fix your duck autocorect i am sick of this shut you duck add hole iknowbeterthanyouphon,0,0
9078,photo i have my phone back ^^ swagger samsung yeah taken with instagram,0,1
9079,hm i might actual have to get one hateapl the ipad has broken my brain   os x lion will help fix it,0,0
9080,playstat digit die this morn oh would you believ the ps digit is come out very soon plan obsolesc soni playstat digit ps digit dead,0,0
9081,what is the deal with all these littl pictur icon that peopl are put on their tweet i am guess it is an iphon thing,0,0
9082,why are there two a  s in my last tweet iphon,0,0
9083,thank you daddi for my new phone samsung galaxi s digit samsungalaxi digit yes look,0,0
9084,bad i guess i have to actual set up itun why will not you work with media player stupid phone,1,0
9085,this bad boy is final mine x xperiaz soni sick black,0,1
9086,he is such a cutey cute handsom man cinema battleship cap iphon bighand film movi him,0,0
9087,good night everyon night beauti bestmoment septemb dior instagram iphone,0,0
9088,i got this new watch face for my smart watch gha i love it samsung fallout falout digit pipboy smartwatch samsungalaxi,0,0
9089,two of my wishlist fulfiled  samsung fujifilm note instax galaxynot note digit,0,0
9090,digit way to make a girl smile   femal friend gratitud ipad iphon blackberri entrepreneur,0,0
9091,tri the bt keyboard and trackpad this will add nice to my workflow iphon ipad mbp will blog soon appl,0,0
9092,today was a realli good day goday summer vibe enjoy moment tattoo girl smile soft mood drink blodycaesar new cloth brand style nofilt music iphonex,0,0
9093,love my samsung it even know what i want to text,0,0
9094,perfect gift from supervisor rosorulez xperia xperiaxzpremium roso soni beauti,0,0
9095,fall in love with her d soni experia male new handphon septemb digit nice good,0,1
9096,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow eg ,0,0
9097,focus on what make you click by samsung galaxi c digit pro potraitmod photo lab,0,0
9098,oh sunni day digit metromanb digit weekday selfi friend foe friday iphon spawn rs art purpos natur human piano music,0,0
9099,new smartphon feel happi like a child on christma samsung smartphon,0,0
9100,sometim appl suck want to but a new iphon which i know they have in store but must buy and pay onlin so no tradein,0,0
9101,yeah that is me on the ladi room     hihihi justm solo selfi android soni smile,0,0
9102,appl stole my music no serious via itsmymus kepyourhandstoyourself,0,0
9103,white chocol dream cofebean coffe iphon digit s iphon instagram shade drink,0,0
9104,gave osx a good tri for a few month but time to say goodby sinc it has now utter fuck up on a simpl updat cheer appl,0,0
9105,refresh vitaminwat drink raspberri appl nice cool thirsti refresh colleg,0,0
9106,dear appl if i receiv a text messag during a phone call i should be abl to end the call without dismiss the text alert,0,0
9107,hello babi newbabi newtoy mine forevergam ps digit gamer soni playstat digit,0,0
9108,android and samsung rock rt i love discov new thing about my samsung android,0,1
9109,love to be with samsung samsung mobil samsung member fan parti with galaxi note note digit fanparti withgalaxi samsungmemb embassador samsungembasador fantast superfantast hyat,0,0
9110,we blame bieber news photographi fashion health failur tech ipad iphon funni lol,0,0
9111,doubl girl cy   koy by boss racerteam portrait smile soni visrutphotographi,0,1
9112,so abus io digit is stupid i can not post any of my pictur from over a month ago livid,0,0
9113,rt i might have fix it hooray for me see kait you are our no one businesguru,0,0
9114,fuck appl and the amber alert it is digit am man i am sleep appl,0,0
9115,juici pant booti   a cute instagram instagram iphon iphon digit iphoneonl joa build,0,0
9116,over digit glossi page to devour face it ipad can not cut it oldschol,0,0
9117,say it all snowhut christma countdown trustno wrong somecard witch appl,0,0
9118,my new babi digit camera soni me teen blond bluey otd smile new it,0,1
9119,uh why is not my imesag work for this one person smfh imesag iphon io digit appl,0,0
9120,rt if you think that iphon digit is suitabl for trash place retwet appl product,0,0
9121,love it when my phone random break i have to get a new one and i loos all my pictur thanksomuchapl iphoneprob,0,0
9122,appl store was very fast in germani macbok refurbish arriv today in perfect condit i assum it was a brand new one,0,0
9123,drove past appl store in santan digit ipad but line long   aunti  s angel fell asleep digit pm on a friday realli appl you right now,0,0
9124,happi mother day mothersday sunday weekend mommi daughter iphon samsung neulok,0,0
9125,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow digit   digit,0,0
9126,you must tri these ontario appl chicken turnov from the ontario appl grower healthi food healthyfod cleaneat diet fresh produc fruit healthyeat tasti foodi chefmod freshfod yum godlif delici baygrow holiday festiv appl,0,0
9127,hello instagram i am back boy music musica soni van picoftheday follow folow,0,0
9128,appl lose uk tablet design appeal versus samsung godnew godnew godnew,0,0
9129,my collect captur by iphon digit s iphon happi appl iphone  digit gs iphone  digit,0,0
9130,two appl and quiet girl lick girl appl lick bad bra triumph nake warmth,1,0
9131,canot believ threuk do not have plan to support appl watch seri digit lte what are you go to tempt me with not,0,0
9132,amaz gift to start the holiday bless iphonex goldenmo lifeismagnifique,0,0
9133,richard branson on use social media to connect with custom femal friend gratitud ipad iphon news,0,0
9134,friend who work as a team friend samsung friend life team phone tablet jp,0,0
9135,peopl pleas do not dwnload the appl store ap fr ap store if you open ap it will creat a mini blackhol that will your phone in,0,0
9136,you have got to be kid me pleas can i instal a big gross fat client to view a few line of data,0,0
9137,rt rt win an appl macbok air just retwet this and follow to win,0,0
9138,live snow storm move north after news photographi fashion health failur tech ipad iphon funni lol,0,0
9139,i can not see any of my at repli on twitter now because this fuck iphon updat ruin my phone gona tri   undo it now,0,0
9140,bladi gorgeous uk general pictur good god nice day famili today rain soni sonynex digit n vi,0,0
9141,just look at launchpad in osx lion for the first time it made me hate appl that much more appl,0,0
9142,restor my phone and none of my stuff got save nocontact nophoto noap iphon,0,0
9143,cheer to the fuck weekend booz livelif drink life samsung htc enjoy instap insta,0,0
9144,like a child phone case yellow minion me galaxi samsung child cute fashion,0,0
9145,samsung i gave you a tri but your galaxi android softwar is shit i am go back to appl and my iphon digit plus is on it is way,0,0
9146,i have a pretti nifti background emblem digit keatonstromburg iphon background,0,1
9147,which one i serious need help flower thought background wallpap samsung galaxy,0,0
9148,lovin   purpl purpl soni xperia cogitowatch smartwatch color match joyeveryday,0,0
9149,i could type the dictionari on an android give me an iphon and i text like i am three ihateapl irealyhateapl,0,0
9150,rt awesom intext ke   ha refer by yours truli lyric iphon,0,0
9151,not bad d spinycircl android appl smartphon game fun highscor beatm,0,1
9152,amor meuamor instalik instas instagram manha like iphon iphon digit instagram,0,0
9153,weekend shop best offer uae techlink samsung visit your nearest techlink uae retail outlet,0,0
9154,io digit is realli fuck buggi appl io bad meme money minecraft   old awsome,0,0
9155,dear appl pleas make a browser that does not use over digit gb of virtual memori on my system it get realli realli slow appl safari,0,0
9156,just had to tri it when i read about it lolololz,0,0
9157,first pictur on the s digit final thank you heaven samsung s digit godstim latenight,0,0
9158,iphon are a piec of bad how are you gona sell peopl someth when you know it is gona break bad appl iphon digit,1,0
9159,dr andrew is in the hous use the link to askdrandrew q  s on date relationship datingadvic download the shopinglist ap for iphon purchas or download the book here,0,0
9160,team appl rt hello babi mac   appl mac newpurchas,0,1
9161,can not wait to unbox this appl iphon digit plus digit gb spacegrey thebigerthebet aplefan,0,0
9162,hero of war orc versus knight android game news io appl iphon,0,0
9163,a word of warn if you like having artist art in artist view in itun then do not updat to the latest version appl,0,0
9164,i freak love this phone i am in again i did not realiz how heart broken i was with out my iphon,0,0
9165,one of the best and practic birthday gift i ever receiv thank justinylb soni,0,0
9166,hateapl digit ng ipod get the updat to io digit digit basic no ap now chris,0,0
9167,under the sea sea mermaid sky digit agua water art iphon photo picoftheday time me minut,0,0
9168,stevejob advic stay hungry stay foolish appl iphon powerofthought stanford life suffer,0,0
9169,the women staff in the appl store have alway been help to me the men have not they alway brush me off with some excus,0,0
9170,just order my new iphon i male thank appl in memori of steve job,0,0
9171,pft would not have one if i was paid laugh digit,0,1
9172,stupid comput is not work now i can not watch one tree hill,0,0
9173,itun was not instal correct oh realli appl just what did you do with my msvcr digit dl you never had a problem with before,0,0
9174,beauti blue sky in london this morn stylist london studio shoot soni game,0,0
9175,  emilydek my ipod has broken and now my phone and laptop are slowli die blasphemi,0,0
9176,yeah my phone just facetim mike on its own and i was not even touch the screen appl iphon digit,0,0
9177,cheapsmartphon store weekend sale new unlock samsung s digit digit gb g digit femal white quad   core digit mp camera,0,0
9178,so yesterday i complain about appl specif today my contact disappear for no good reason from my iphon,0,0
9179,forgot how long it take iphon to turn on once you let them die appl,0,0
9180,even with a heat index of digit we manag to get a ride in famili son litleman kido bikerid bike bike health healthylifestyl healthyliv exercis familyfun appl iphon iphon,0,0
9181,download the lordsiva ap now in apstor iphon ipad indiana love,0,0
9182,planet doug compass digit iphon digit skin from speck polit,0,0
9183,sheer annoy at see that appear while attempt to facetim appl whatev,0,0
9184,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life august digit digit at digit digit am,0,0
9185,i justinbieb appl ipad iphon march digit digit at digit digit amarch digit digit intechb,0,0
9186,who does not love free stuff free frestuf drfrestuf starbuck appl giftcard folowm win food,0,0
9187,l o v e appl fresh fruit starkinson red iphon iphoneon folowme,0,0
9188,peac appl pipe aplepip weed flavour peac goday amphotographi,0,0
9189,work happi sunday   sunday work work mariamartiblog mb samsung blog godday,0,0
9190,you can track my everi move you can tell me where my park car is locat you can categor my pictur without my knowledg but you can t tell me what email i use with my broken iphon aplesuck samsung lostpictur,0,0
9191,panorama shot on iphon tagsforlik com instagod twegram photoftheday iphon,0,0
9192,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow digit zd,0,0
9193,why do headphon have the need to stop work in one side wasteofmoney appl,0,0
9194,light are around me light room color christma iphon hi merychristma meryxmas,0,0
9195,thanksgiv from the whole big appl juic of new york,0,0
9196,yes apl  s offici stanc is fuck you should had backup,0,0
9197,hey is anyon els having pebbl with their imesag my phone and ipad will not send stresin,0,0
9198,again in the popular   iphoneographi iphonesia instagram iphon iphon digit photoftheday popular,0,0
9199,stuck at work late doing someon a favor and unlock their iphon neveragain niceguysfinishlast,0,0
9200,san francisco bridg photoftheday me sf like iphon california nofilt bridg lok,0,0
9201,bad yeah it did slowdown and everyth is crash it feel like i am use a phone with android gingerbread problem,1,0
9202,birthday gift from husband bebek so happi birthday gift mirorl camera soni,0,0
9203,are you competit then you l this game rush to booth c digit to win excit prize thelivechatpeopl gitex digit ipod iphon,0,0
9204,i love you coupl sunset padang padang beach holiday instagram samsung galaxy camera,0,0
9205,i got it up to the galaxi samsung galaxi s digit releas smartphon futur wopwop,0,0
9206,updat i gave xperia back and i receiv a huge chocol   so soni xperia proud of,0,1
9207,um so fuck you appl i am lose faith in all your product appl charger,0,0
9208,||||freshiping|||| get in loser phone case by mop funni sarcasm loser ufo iphon case top tshirt,0,0
9209,cool girl for you femal fodporn dj tokyo appl ap gameofthron game newyork,0,0
9210,who the fuck put spoiler in a trailer for a year old game e digit soni,0,0
9211,my eye eye brown beauti amaz color effect retrica samsung photo like likepost follow,0,0
9212,shae digit anoth phone case gameboy legitim iphon case nintendo simpl,0,0
9213,my new cel cellphon white iphon digit iphon appl style case,0,0
9214,is anybodi els face problem download stuff from the new apstor ever sinc io digit was launch,0,0
9215,ah good point replay final pro just bought the whole bad suit now they chang the editor and sound softwar,1,0
9216,my life would be so much easier if there was no technolog also known as camp aplesuck,0,0
9217,this is me love my new samsung glaxay digit shini onedayear distract,0,0
9218,these ipad are good for noth but game and do not even get me start on blackboard,0,0
9219,red stemit red home life blog stori photo photo photographi imag imag soni sonylen sonyphoto sonyphoto sonyphotographi len photof feed top cool like color blue news a,0,0
9220,do you love your smartphon emot better read this hightech hipster iphon android,0,0
9221,bye bye iphon note digit samsung telefon phone note like,0,0
9222,these kind of toy make me realli anoth star for appl and the ipad,0,0
9223,keshia knightpuliam flaunt her news photographi fashion health failur tech ipad iphon funni lol,0,0
9224,guci backstag in shangai mode moda iphon bestoftheday instandaili iphon itali firenz femal,0,0
9225,hateapl will never give anoth cent of my money to this compani ever,0,0
9226,happi surpris babi samsung note digit my melodi birthday surpris,0,0
9227,graduat present mac macbokair appl techstuf laptop graduationpres gift,0,0
9228,good night evrybodi do not worri be happi sleep tire appl,0,0
9229,this is appl third time replac my phone sinc may i am about to get rid of this phone all togeth,0,0
9230,still cut my finger up on my shatter ipod screen drat sux,0,0
9231,macbok air babi appl new comput technolog swag instagram instagod bejeal yay,0,1
9232,quit bitch hoe getyalif bitch hoesbelik iphon appl struggl somewhat insan,0,0
9233,sweet love with sweet ap     photographi nowplay daughter poem valentineday iphon amor digit,0,0
9234,wish my itun had not crap out on me so i have duplic of everyth and all disorgan,0,0
9235,we would like to wish you an amaz day make everi minut count tls today iphon accessori news life august digit digit at digit,0,0
9236,miss you boy girl igdaili ig iphon digit s folowm color colage,0,0
